NAME,TRAINER,AGE,DATE,RaceID,SESSION,CONDITIONS,W_TIME,WEIGHT,BOX,BREAK,TURN1,LF1,TURN2,LF2,FINISH,LENGTHS,TIME,CLASS,COMMENT,DAYS_REST
ABBY AZALEA,PURO ORO,1,2021-07-23,ID20210723E1,E,F,30.64,63.0,2,2,3,0.0,3,0.0,3,-13.0,31.55,SM,Even Pace To Show,0
ABBY AZALEA,PURO ORO,1,2021-07-27,ID20210727A1,A,F,31.54,61.5,6,1,1,4.0,1,4.5,1,3.5,31.54,TM,"Box To Wire, Inside",4
ADDICTIVE,NEWPORT,2,2020-12-11,ID20201211E8,E,F,30.76,60.0,6,8,5,0.0,4,0.0,4,-8.0,31.33,C,"Gained Some, Inside",5
ADDICTIVE,NEWPORT,2,2021-02-12,ID20210212E8,E,F,30.93,59.5,8,7,7,0.0,6,0.0,5,-10.0,31.64,SC,"Late Gain, Inside",5
ADDICTIVE,NEWPORT,3,2021-03-13,ID20210313E10,E,F,31.03,59.5,6,4,8,0.0,8,0.0,8,-18.5,32.34,D,"Never A Threat, Ins",4
ADDICTIVE,NEWPORT,3,2021-03-16,ID20210316A6,A,F,30.64,60.0,7,5,6,0.0,6,0.0,6,-13.0,31.55,D,"No Real Menace, Ins",3
ADDICTIVE,NEWPORT,3,2021-03-28,ID20210328E3,E,F,31.3,60.5,7,6,7,0.0,7,0.0,7,-9.5,31.98,D,"Same Pace, Inside",4
ADDICTIVE,NEWPORT,3,2021-05-23,ID20210523A6,A,F,31.92,60.5,2,3,6,0.0,8,0.0,8,-13.0,32.83,D,Faded On Inside,4
ADDICTIVE,NEWPORT,3,2021-05-27,ID20210527E3,E,F,31.56,60.0,6,4,7,0.0,7,0.0,8,-11.5,32.35,D,Tired On Outside,4
ADDICTIVE,NEWPORT,3,2021-05-30,ID20210530E3,E,F,30.97,61.0,1,1,4,0.0,5,0.0,7,-12.0,31.82,SD,"Not A Factor, Inside",3
ADDICTIVE,NEWPORT,3,2021-06-12,ID20210612A10,A,F,30.76,61.0,6,2,8,0.0,8,0.0,8,-17.5,31.97,D,"Never Figured, Ins",13
ADDICTIVE,NEWPORT,3,2021-06-15,ID20210615E1,E,F,31.55,60.0,3,1,4,0.0,4,0.0,5,-4.5,31.86,TE,"Faded On, Inside",3
ADDICTIVE,NEWPORT,3,2021-06-22,ID20210622E2,E,F,31.53,61.0,1,1,7,0.0,7,0.0,7,-13.5,32.46,SE,"Fast Decline, Inside",3
ADDICTIVE,NEWPORT,3,2021-06-27,ID20210627A2,A,F,31.5,61.0,6,4,7,0.0,8,0.0,8,-21.0,32.96,SE,"Fast Decline, Inside",5
ADDICTIVE,NEWPORT,3,2021-06-29,ID20210629E2,E,F,31.82,61.0,2,1,4,0.0,5,0.0,6,-9.5,32.49,E,"No Real Menace, Ins",2
ADDICTIVE,NEWPORT,3,2021-07-04,ID20210704A2,A,F,31.49,61.0,8,5,8,0.0,8,0.0,8,-16.5,32.66,TE,"Never Figured, Ins",5
ADDICTIVE,NEWPORT,3,2021-07-07,ID20210707E2,E,F,31.56,60.0,7,6,3,0.0,2,0.0,1,1.0,31.56,SE,Determined To Win,3
ADDICTIVE,NEWPORT,3,2021-07-11,ID20210711E6,E,F,31.29,60.0,7,7,8,0.0,8,0.0,7,-12.5,32.17,D,"Never Figured, Mk",4
ADDICTIVE,NEWPORT,3,2021-07-16,ID20210716E10,E,F,30.98,60.5,2,2,3,0.0,3,0.0,4,-8.0,31.54,D,Weakened On Stretch,5
ADDICTIVE,NEWPORT,3,2021-07-25,ID20210725A3,A,F,31.37,60.0,3,8,8,0.0,8,0.0,8,-14.0,32.36,D,"Never In It, Inside",9
ADDICTIVE,NEWPORT,3,2021-07-28,ID20210728E6,E,F,31.22,61.5,3,4,7,0.0,6,0.0,6,-9.0,31.84,D,"Not Prominent, Ins",3
ADVANTAGE,NEWPORT,3,2021-03-05,ID20210305E7,E,F,30.61,84.0,6,7,6,0.0,6,0.0,6,-15.0,31.67,SB,"Same Effort, Inside",46
ADVANTAGE,NEWPORT,3,2021-03-18,ID20210318E6,E,F,31.19,84.5,8,7,3,0.0,3,0.0,3,-3.5,31.45,SC,Same Effort To Show,9
ADVANTAGE,NEWPORT,3,2021-04-01,ID20210401E6,E,F,31.2,83.5,1,8,4,0.0,5,0.0,5,-10.5,31.94,C,Gave On Inside,4
ADVANTAGE,NEWPORT,3,2021-04-08,ID20210408E6,E,F,31.3,83.0,8,8,7,0.0,6,0.0,6,-10.5,32.05,C,"Late Gain, Mk",4
ADVANTAGE,NEWPORT,3,2021-04-27,ID20210427E4,E,F,31.12,83.0,2,2,2,0.0,3,0.0,1,1.0,31.12,C,Grabbed Late Lead,3
ADVANTAGE,NEWPORT,3,2021-05-01,ID20210501E5,E,F,30.74,85.0,6,7,7,0.0,7,0.0,7,-13.0,31.64,B,Squeezed 1st Turn,4
ADVANTAGE,NEWPORT,3,2021-05-04,ID20210504E8,E,F,30.47,84.5,2,4,8,0.0,8,0.0,8,-14.5,31.49,B,"Fast Decline, Outs",3
ADVANTAGE,NEWPORT,3,2021-05-13,ID20210513E5,E,F,31.61,84.0,2,8,8,0.0,8,0.0,8,-8.5,32.19,C,"Stayed Last, Outside",4
ADVANTAGE,NEWPORT,3,2021-05-21,ID20210521E10,E,F,31.09,84.0,7,4,3,0.0,2,0.0,1,4.0,31.09,C,"Won Driving, Mk",5
ADVANTAGE,NEWPORT,3,2021-05-24,ID20210524E5,E,F,30.38,83.5,5,5,7,0.0,7,0.0,7,-13.5,31.32,B,"No Real Menace, Mk",3
ADVANTAGE,NEWPORT,3,2021-05-30,ID20210530E8,E,F,30.84,85.0,3,7,5,0.0,5,0.0,4,-6.5,31.29,B,"Good Effort, Mdtk",3
ADVANTAGE,NEWPORT,3,2021-06-04,ID20210604E8,E,F,30.37,84.0,3,7,4,0.0,4,0.0,5,-9.5,31.04,B,"Faded On, Inside",5
ADVANTAGE,NEWPORT,3,2021-06-07,ID20210607E4,E,F,30.86,83.0,2,8,8,0.0,8,0.0,8,-8.5,31.46,C,"Never Figured, Out",3
ADVANTAGE,NEWPORT,3,2021-06-11,ID20210611E10,E,F,30.76,83.5,1,4,2,0.0,2,0.0,1,1.0,30.76,C,"Up In Stretch, Won",4
ADVANTAGE,NEWPORT,3,2021-06-15,ID20210615A5,A,F,30.86,85.0,1,6,5,0.0,5,0.0,5,-3.5,31.1,B,"Never Varied, Mdtk",4
ADVANTAGE,NEWPORT,3,2021-06-19,ID20210619A5,A,F,30.69,84.0,6,6,8,0.0,8,0.0,5,-13.0,31.61,B,"Same Pace, Inside",4
ADVANTAGE,NEWPORT,3,2021-06-22,ID20210622E5,E,F,30.92,84.5,6,7,4,0.0,4,0.0,3,-3.5,31.16,SB,"Up For Show, Inside",3
ADVANTAGE,NEWPORT,3,2021-06-26,ID20210626E5,E,F,30.82,85.0,7,8,3,0.0,3,0.0,3,-5.0,31.18,B,Even Pace To Show,4
ADVANTAGE,NEWPORT,3,2021-06-29,ID20210629E8,E,F,30.85,84.0,7,7,7,0.0,8,0.0,6,-9.5,31.52,B,"No Real Menace, Mk",3
ADVANTAGE,NEWPORT,3,2021-07-04,ID20210704E4,E,F,30.99,84.0,3,5,3,0.0,3,0.0,3,-7.0,31.47,B,Even Pace To Show,5
ADVANTAGE,NEWPORT,3,2021-07-09,ID20210709E5,E,F,30.46,84.0,4,5,4,0.0,3,0.0,2,-7.5,31.0,C,Hard Race To Place,5
ADVANTAGE,NEWPORT,3,2021-07-12,ID20210712E4,E,F,31.03,83.0,8,8,6,0.0,6,0.0,5,-8.5,31.61,C,"Late Gain, Mk",3
ADVANTAGE,NEWPORT,3,2021-07-15,ID20210715E6,E,F,31.56,84.0,4,1,1,5.0,1,5.0,1,2.0,31.56,C,"Wire To Wire, Won",3
ADVANTAGE,NEWPORT,3,2021-07-18,ID20210718E4,E,F,31.6,85.0,2,7,7,0.0,7,0.0,7,-7.5,32.14,B,"No Real Menace, Mk",3
ADVANTAGE,NEWPORT,3,2021-07-22,ID20210722E5,E,F,31.29,85.0,6,7,6,0.0,5,0.0,6,-2.5,31.48,B,"Faded On, Outside",4
ADVANTAGE,NEWPORT,3,2021-07-25,ID20210725A4,A,F,31.21,84.0,3,6,5,0.0,3,0.0,2,-0.5,31.26,B,"From Far To Place, I",3
ADVANTAGE,NEWPORT,3,2021-07-28,ID20210728E8,E,F,30.93,80.5,7,6,5,0.0,5,0.0,8,-11.5,31.74,B,Decline On Stretch,3
AJN CONSIDER,PURO ORO,2,2021-04-08,ID20210408E6,E,F,31.3,55.0,6,7,8,0.0,8,0.0,7,-14.5,32.3,C,"Not Prominent, Ins",3
AJN CONSIDER,PURO ORO,2,2021-04-15,ID20210415E6,E,F,31.09,54.5,3,8,7,0.0,5,0.0,5,-3.5,31.33,C,"Late Try, Inside",3
AJN CONSIDER,PURO ORO,2,2021-04-18,ID20210418E3,E,F,30.78,56.5,3,1,1,4.0,1,5.0,1,9.5,30.78,D,"Always On Top, Insid",3
AJN CONSIDER,PURO ORO,2,2021-04-21,ID20210421E7,E,F,30.77,56.0,3,8,3,0.0,3,0.0,4,-1.0,30.84,C,"Gave Some, Inside",3
AJN CONSIDER,PURO ORO,2,2021-04-25,ID20210425A7,A,F,30.75,56.0,2,1,6,0.0,6,0.0,6,-24.5,32.48,C,Blocked 1st Turn,4
AJN CONSIDER,PURO ORO,2,2021-04-28,ID20210428E10,E,F,30.91,56.5,4,7,5,0.0,4,0.0,1,1.5,30.91,C,Determined To Win,3
AJN CONSIDER,PURO ORO,2,2021-05-02,ID20210502A4,A,F,30.75,56.5,4,7,8,0.0,7,0.0,5,-6.5,31.22,B,"Good Effort, Inside",4
AJN CONSIDER,PURO ORO,2,2021-05-04,ID20210504E8,E,F,30.47,56.0,3,8,6,0.0,6,0.0,4,-8.5,31.05,B,"Good Effort, Inside",2
AJN CONSIDER,PURO ORO,2,2021-05-08,ID20210508A4,A,F,31.0,55.0,6,7,6,0.0,4,0.0,4,-3.0,31.22,B,"Gained Some, Inside",4
AJN CONSIDER,PURO ORO,2,2021-05-15,ID20210515A5,A,F,31.02,56.0,4,5,8,0.0,8,0.0,7,-15.0,32.08,C,"Not Prominent, Ins",4
AJN CONSIDER,PURO ORO,2,2021-05-18,ID20210518E8,E,F,31.0,56.0,6,6,3,0.0,3,0.0,2,-0.1,31.01,C,"Up For Place, Inside",3
AJN CONSIDER,PURO ORO,2,2021-05-22,ID20210522E7,E,F,30.87,56.5,5,6,6,0.0,5,0.0,3,-7.5,31.38,C,"Drove To Show, Ins",4
AJN CONSIDER,PURO ORO,2,2021-05-25,ID20210525A8,A,F,30.9,56.0,4,6,5,0.0,5,0.0,5,-2.5,31.08,C,"Never Varied, Inside",3
AJN CONSIDER,PURO ORO,2,2021-05-29,ID20210529A7,A,F,30.54,56.0,3,3,3,0.0,1,1.5,1,9.5,30.54,C,Detemined To Win,4
AJN CONSIDER,PURO ORO,2,2021-06-01,ID20210601E5,E,F,30.86,57.0,8,8,5,0.0,5,0.0,2,-1.0,30.94,B,Closed Fast To Place,3
AJN CONSIDER,PURO ORO,2,2021-06-06,ID20210606A10,A,F,30.71,55.0,6,2,4,0.0,4,0.0,2,-1.0,30.77,SB,Hard Race To Place,5
AJN CONSIDER,PURO ORO,2,2021-06-09,ID20210609E4,E,F,30.66,56.0,8,7,3,0.0,2,0.0,1,1.0,30.66,B,Determined To Win,3
AJN CONSIDER,PURO ORO,2,2021-06-16,ID20210616E9,E,F,30.58,56.0,2,4,2,0.0,2,0.0,1,3.5,30.58,A,Grabbed Late Lead,3
AJN CONSIDER,PURO ORO,2,2021-06-20,ID20210620A9,A,F,30.29,56.0,4,4,8,0.0,6,0.0,6,-14.5,31.31,SA,"Not Prominent, Ins",4
AJN CONSIDER,PURO ORO,2,2021-06-24,ID20210624E9,E,F,30.94,55.0,1,4,3,0.0,3,0.0,4,-5.5,31.33,A,Weakened On Stretch,4
AJN CONSIDER,PURO ORO,2,2021-06-27,ID20210627A9,A,F,30.84,55.0,6,7,4,0.0,4,0.0,2,-3.5,31.08,A,From Far To Place,3
AJN CONSIDER,PURO ORO,2,2021-07-02,ID20210702E9,E,F,30.91,55.0,6,7,5,0.0,5,0.0,3,-4.5,31.22,A,Closed Fast To Show,5
AJN CONSIDER,PURO ORO,2,2021-07-06,ID20210706E4,E,F,31.04,56.5,8,7,6,0.0,5,0.0,3,-0.5,31.09,A,From Last To Show,4
AJN CONSIDER,PURO ORO,2,2021-07-10,ID20210710E4,E,F,30.61,56.5,4,8,5,0.0,5,0.0,4,-5.5,31.0,A,"Gained Some, Inside",4
AJN CONSIDER,PURO ORO,2,2021-07-13,ID20210713A8,A,F,31.03,56.0,7,6,5,0.0,5,0.0,3,-4.5,31.35,B,Closed Fast To Show,3
AJN CONSIDER,PURO ORO,2,2021-07-17,ID20210717A5,A,F,30.8,55.5,3,7,5,0.0,5,0.0,4,-5.0,31.16,B,"Gained Some, Inside",4
AJN CONSIDER,PURO ORO,2,2021-07-20,ID20210720A7,A,F,30.61,57.0,4,8,3,0.0,3,0.0,2,-2.5,30.78,B,"Up For Place, Inside",3
AJN CONSIDER,PURO ORO,2,2021-07-24,ID20210724E8,E,F,30.5,56.0,2,6,6,0.0,3,0.0,3,-6.0,30.93,B,Hard Race To Show,4
AJN CONSIDER,PURO ORO,2,2021-07-27,ID20210727A5,A,F,30.95,56.0,3,8,8,0.0,8,0.0,7,-11.5,31.75,B,"Never Figured, Ins",3
AJN CONSIDER,PURO ORO,2,2021-07-31,ID20210731A5,A,F,30.48,55.0,3,8,6,0.0,5,0.0,4,-7.5,31.0,B,"Good Effort, Inside",4
AJN EXCALIBUR,PURO ORO,2,2021-05-09,ID20210509E7,E,F,30.96,67.5,3,7,5,0.0,5,0.0,4,-14.0,31.95,C,"Gained Some, Mk",0
AJN EXCALIBUR,PURO ORO,2,2021-05-13,ID20210513E7,E,F,31.63,67.0,5,1,2,0.0,3,0.0,4,-5.0,31.97,C,"Early Speed, Gave",4
AJN EXCALIBUR,PURO ORO,2,2021-05-16,ID20210516E7,E,F,30.91,68.0,7,4,2,0.0,2,0.0,2,-5.0,31.25,C,"Second Best, Mdtk",3
AJN EXCALIBUR,PURO ORO,2,2021-05-21,ID20210521E6,E,F,31.49,67.5,6,6,5,0.0,5,0.0,6,-3.5,31.74,C,Gave On Mk,5
AJN EXCALIBUR,PURO ORO,2,2021-05-24,ID20210524E10,E,F,31.09,68.0,8,4,3,0.0,3,0.0,4,-1.0,31.17,C,Weakened On Stretch,3
AJN EXCALIBUR,PURO ORO,2,2021-06-03,ID20210603E10,E,F,31.26,66.0,3,1,1,5.0,1,4.0,1,2.0,31.26,C,"Wire To Wire, Won",4
AJN EXCALIBUR,PURO ORO,2,2021-06-06,ID20210606E4,E,F,30.73,67.5,4,2,1,0.5,3,0.0,3,-7.5,31.27,B,"Saved Show, Mdtk",3
AJN EXCALIBUR,PURO ORO,2,2021-06-09,ID20210609E8,E,F,30.44,67.0,8,5,4,0.0,4,0.0,3,-9.5,31.12,B,Closed Fast To Show,3
AJN EXCALIBUR,PURO ORO,2,2021-06-12,ID20210612A4,A,F,30.74,68.0,1,1,1,3.0,1,5.0,1,5.0,30.74,B,"Led All Race, Inside",3
AJN EXCALIBUR,PURO ORO,2,2021-06-15,ID20210615A9,A,F,30.26,67.0,5,1,3,0.0,3,0.0,3,-6.5,30.72,SA,Even Pace To Show,3
AJN EXCALIBUR,PURO ORO,2,2021-06-19,ID20210619E9,E,F,30.75,66.0,5,3,6,0.0,6,0.0,8,-13.0,31.66,SA,"Not A Factor, Inside",4
AJN EXCALIBUR,PURO ORO,2,2021-06-22,ID20210622E4,E,F,30.28,67.0,6,2,2,0.0,3,0.0,6,-13.5,31.24,SA,"Tired On, Inside",3
AJN EXCALIBUR,PURO ORO,2,2021-07-18,ID20210718E8,E,F,31.34,68.0,5,3,1,0.5,2,0.0,8,-13.5,32.3,B,Gave All On Stretch,26
AJN EXCALIBUR,PURO ORO,2,2021-07-21,ID20210721E8,E,F,30.87,66.5,4,1,2,0.0,3,0.0,3,-5.0,31.21,B,"Saved Show, Inside",3
AJN EXCALIBUR,PURO ORO,2,2021-07-25,ID20210725A8,A,F,30.73,66.5,3,5,6,0.0,7,0.0,8,-13.0,31.64,B,"Not A Factor, Inside",4
AJN EXCALIBUR,PURO ORO,2,2021-07-28,ID20210728E5,E,F,31.03,67.5,4,2,2,0.0,3,0.0,4,-7.0,31.52,B,"Gave Some, Mdtk",3
AJN LIL SISTER,PURO ORO,2,2021-04-08,ID20210408E8,E,F,31.1,64.5,4,6,8,0.0,8,0.0,8,-18.5,32.4,C,"Never A Threat, Out",3
AJN LIL SISTER,PURO ORO,2,2021-05-09,ID20210509E7,E,F,30.96,65.0,4,8,8,0.0,8,0.0,8,-32.5,33.25,C,"Never In It, Inside",31
AJN LIL SISTER,PURO ORO,2,2021-05-23,ID20210523E10,E,F,31.63,65.5,8,7,6,0.0,7,0.0,5,-12.0,32.48,D,"Late Gain, Inside",14
AJN LIL SISTER,PURO ORO,2,2021-05-26,ID20210526E3,E,F,31.09,65.0,7,7,6,0.0,8,0.0,8,-14.5,32.09,D,"Never In It, Inside",3
AJN LIL SISTER,PURO ORO,2,2021-05-30,ID20210530A10,A,F,30.74,66.0,1,8,8,0.0,7,0.0,4,-9.0,31.38,D,"Good Effort, Mdtk",4
AJN LIL SISTER,PURO ORO,2,2021-06-04,ID20210604E2,E,F,31.2,65.0,6,3,4,0.0,5,0.0,4,-2.5,31.39,E,"Gained Some, Ins",5
AJN LIL SISTER,PURO ORO,2,2021-06-08,ID20210608A2,A,F,30.73,66.0,7,3,2,0.0,2,0.0,1,4.0,30.73,E,Grabbed Late Lead,4
AJN LIL SISTER,PURO ORO,2,2021-06-12,ID20210612A10,A,F,30.76,66.0,8,5,5,0.0,6,0.0,5,-12.0,31.6,D,"Varied, Mk",4
AJN LIL SISTER,PURO ORO,2,2021-06-15,ID20210615A12,A,F,30.45,67.0,6,6,7,0.0,7,0.0,6,-10.5,31.19,D,"No Real Menace, In",3
AJN LIL SISTER,PURO ORO,2,2021-06-19,ID20210619E10,E,F,31.14,64.5,6,7,8,0.0,7,0.0,6,-11.0,31.91,D,"Late Gain, Inside",4
AJN LIL SISTER,PURO ORO,2,2021-06-22,ID20210622E3,E,F,31.21,65.5,4,5,8,0.0,8,0.0,8,-15.0,32.27,D,"Stayed Last, Mdtk",3
AJN LIL SISTER,PURO ORO,2,2021-06-30,ID20210630E2,E,F,31.38,65.0,1,6,8,0.0,8,0.0,4,-7.0,31.88,E,"Good Effort, Mdtk",8
AJN LIL SISTER,PURO ORO,2,2021-07-04,ID20210704A1,A,F,31.34,65.0,4,8,6,0.0,6,0.0,2,-6.0,31.75,TE,Hard Race To Place,4
AJN LIL SISTER,PURO ORO,2,2021-07-07,ID20210707E3,E,F,30.9,65.0,5,6,4,0.0,3,0.0,1,3.0,30.9,SE,Determined To Win,3
AJN LIL SISTER,PURO ORO,2,2021-07-11,ID20210711A11,A,F,31.16,65.5,2,5,8,0.0,7,0.0,5,-4.5,31.48,D,"Late Try, Mdtk",4
AJN LIL SISTER,PURO ORO,2,2021-07-14,ID20210714E10,E,F,31.41,67.0,5,8,8,0.0,8,0.0,7,-8.5,32.01,D,"Not A Factor, Inside",3
AJN LIL SISTER,PURO ORO,2,2021-07-18,ID20210718A12,A,F,31.28,67.0,6,3,2,0.0,2,0.0,1,6.5,31.28,D,"Up In Stretch, Won",4
AJN LIL SISTER,PURO ORO,2,2021-07-22,ID20210722E4,E,F,31.23,65.0,1,8,8,0.0,8,0.0,7,-10.0,31.94,C,"Not A Factor, Mdtk",4
AJN LIL SISTER,PURO ORO,2,2021-07-25,ID20210725A12,A,F,31.03,66.5,6,5,3,0.0,1,2.0,1,4.5,31.03,C,Determined To Win,3
AJN LIL SISTER,PURO ORO,2,2021-07-28,ID20210728E8,E,F,30.93,66.0,2,7,8,0.0,8,0.0,7,-11.0,31.69,B,"Not A Factor, Inside",3
AJN NIGHT GIRL,PURO ORO,2,2021-04-18,ID20210418A6,A,F,30.85,61.5,5,2,2,0.0,2,0.0,2,-2.5,31.02,C,"Followed Leader, Ins",5
AJN NIGHT GIRL,PURO ORO,2,2021-04-24,ID20210424A7,A,F,31.28,60.5,3,6,5,0.0,4,0.0,3,-3.5,31.53,C,"Drove To Show, Out",3
AJN NIGHT GIRL,PURO ORO,2,2021-04-27,ID20210427E10,E,F,31.25,60.5,1,5,3,0.0,3,0.0,2,-2.0,31.39,SC,"Up For Place, Inside",3
AJN NIGHT GIRL,PURO ORO,2,2021-05-05,ID20210505E7,E,F,30.96,60.0,1,5,7,0.0,7,0.0,7,-10.0,31.67,C,"No Real Menace, Ins",3
AJN NIGHT GIRL,PURO ORO,2,2021-05-09,ID20210509A4,A,F,30.84,60.0,3,2,4,0.0,4,0.0,6,-7.5,31.36,C,"Not A Factor, Inside",4
AJN NIGHT GIRL,PURO ORO,2,2021-05-12,ID20210512E5,E,F,30.72,61.0,5,6,5,0.0,6,0.0,7,-11.5,31.53,C,"Not A Factor, Inside",3
AJN NIGHT GIRL,PURO ORO,2,2021-05-15,ID20210515A6,A,F,31.11,60.0,1,2,8,0.0,8,0.0,8,-12.5,31.99,D,"Early Decline, Insid",3
AJN NIGHT GIRL,PURO ORO,2,2021-05-18,ID20210518E7,E,F,30.69,61.0,1,3,7,0.0,8,0.0,7,-23.5,32.34,D,"Fast Decline, Inside",3
AJN NIGHT GIRL,PURO ORO,2,2021-05-22,ID20210522E10,E,F,31.47,60.0,5,6,7,0.0,7,0.0,2,-1.5,31.57,D,Fast Finish To Place,4
AJN NIGHT GIRL,PURO ORO,2,2021-05-25,ID20210525E3,E,F,31.03,61.0,6,2,2,0.0,2,0.0,1,0.25,31.03,D,"Won By Head, Inside",3
AJN NIGHT GIRL,PURO ORO,2,2021-05-29,ID20210529E6,E,F,31.1,61.0,6,7,4,0.0,4,0.0,1,0.25,31.1,C,"Won By Head, Inside",4
AJN NIGHT GIRL,PURO ORO,2,2021-06-03,ID20210603E8,E,F,31.37,59.0,1,6,7,0.0,7,0.0,5,-6.5,31.83,B,"Late Gain, Outside",5
AJN NIGHT GIRL,PURO ORO,2,2021-06-06,ID20210606E9,E,F,31.09,61.0,3,6,7,0.0,7,0.0,6,-4.5,31.39,B,"Not Prominent, Ins",3
AJN NIGHT GIRL,PURO ORO,2,2021-06-11,ID20210611E8,E,F,30.45,59.0,7,6,6,0.0,6,0.0,5,-3.5,30.68,B,"Late Gain, Inside",5
AJN NIGHT GIRL,PURO ORO,2,2021-06-25,ID20210625E10,E,F,30.68,58.5,5,3,3,0.0,2,0.0,1,1.0,30.68,C,"Won Driving, Inside",14
AJN NIGHT GIRL,PURO ORO,2,2021-06-29,ID20210629A5,A,F,31.24,61.0,4,4,5,0.0,6,0.0,5,-3.0,31.46,B,"No Real Menace, Ins",4
AJN NIGHT GIRL,PURO ORO,2,2021-07-03,ID20210703E8,E,F,31.49,59.0,4,7,5,0.0,4,0.0,3,-5.0,31.83,B,"Drove To Show, Ins",4
AJN NIGHT GIRL,PURO ORO,2,2021-07-06,ID20210706A5,A,F,30.94,60.5,3,3,5,0.0,5,0.0,4,-5.5,31.31,B,"Gained Some, Inside",3
AJN NIGHT GIRL,PURO ORO,2,2021-07-10,ID20210710A5,A,F,30.83,61.0,2,5,5,0.0,3,0.0,2,-1.5,30.94,B,Hard Race To Place,4
AJN NIGHT GIRL,PURO ORO,2,2021-07-13,ID20210713E7,E,F,31.11,60.0,2,3,4,0.0,4,0.0,4,-1.5,31.23,B,Just Missed Show,3
AJN NIGHT GIRL,PURO ORO,2,2021-07-17,ID20210717E8,E,F,30.61,60.5,6,6,7,0.0,5,0.0,2,-9.0,31.24,B,Hard Race To Place,4
AJN NIGHT GIRL,PURO ORO,2,2021-07-20,ID20210720E5,E,F,30.9,60.0,6,6,5,0.0,5,0.0,6,-6.0,31.31,B,"Varied, Mk",3
AJN NIGHT GIRL,PURO ORO,2,2021-07-24,ID20210724E5,E,F,30.86,60.0,5,6,6,0.0,7,0.0,4,-8.0,31.42,B,"Good Effort, Inside",4
AJN NIGHT GIRL,PURO ORO,2,2021-07-27,ID20210727A5,A,F,30.95,60.0,1,6,7,0.0,6,0.0,5,-6.5,31.39,B,"Late Try, Mdtk",3
AJN NIGHT GIRL,PURO ORO,2,2021-07-31,ID20210731A7,A,F,30.91,61.0,5,5,5,0.0,5,0.0,5,-7.0,31.4,C,"Never Varied, Inside",4
AJN NITA BOSH,PURO ORO,2,2021-05-14,ID20210514E7,E,F,30.82,60.0,2,7,8,0.0,8,0.0,8,-14.0,31.81,D,Tired On Mk,0
AJN NITA BOSH,PURO ORO,2,2021-05-22,ID20210522E3,E,F,31.55,59.5,6,7,6,0.0,6,0.0,6,-10.5,32.3,D,"Same Pace, Mk",4
AJN NITA BOSH,PURO ORO,2,2021-06-01,ID20210601E7,E,F,30.85,58.0,8,5,5,0.0,4,0.0,4,-8.5,31.45,D,Just Missed Show,3
AJN NITA BOSH,PURO ORO,2,2021-06-05,ID20210605E3,E,F,30.51,60.0,5,7,7,0.0,7,0.0,6,-15.5,31.6,D,"Not Prominent, Out",4
AJN NITA BOSH,PURO ORO,2,2021-06-08,ID20210608E10,E,F,30.68,60.0,8,7,6,0.0,6,0.0,4,-12.0,31.53,D,"Good Effort, Mdtk",3
AJN NITA BOSH,PURO ORO,2,2021-06-13,ID20210613A12,A,F,30.73,60.0,6,8,7,0.0,5,0.0,7,-15.0,31.77,D,"Not Prominent, Mdtk",5
AJN NITA BOSH,PURO ORO,2,2021-06-16,ID20210616E1,E,F,31.26,57.0,6,5,7,0.0,7,0.0,6,-5.0,31.6,E,"No Real Menace, Ins",3
AJN NITA BOSH,PURO ORO,2,2021-06-20,ID20210620A2,A,F,31.18,60.0,8,7,3,0.0,2,0.0,1,3.0,31.18,E,Hard Race To Win,4
AJN NITA BOSH,PURO ORO,2,2021-06-22,ID20210622E3,E,F,31.21,60.0,1,8,4,0.0,4,0.0,4,-3.5,31.46,D,"Same Effort, Mdtk",2
AJN NITA BOSH,PURO ORO,2,2021-06-26,ID20210626E10,E,F,31.05,59.0,4,2,7,0.0,7,0.0,6,-5.5,31.42,D,"No Real  Menace, Out",4
AJN NITA BOSH,PURO ORO,2,2021-06-29,ID20210629E3,E,F,31.19,60.5,5,8,8,0.0,8,0.0,7,-12.5,32.07,D,"No Real Menace, Ins",3
AJN NITA BOSH,PURO ORO,2,2021-07-03,ID20210703E3,E,F,32.21,60.0,8,4,7,0.0,7,0.0,5,-4.5,32.53,D,"Late Gain, Out",4
AJN NITA BOSH,PURO ORO,2,2021-07-06,ID20210706E1,E,F,30.91,60.0,7,8,7,0.0,4,0.0,4,-11.5,31.72,TE,"Good Effort, Outside",3
AJN NITA BOSH,PURO ORO,2,2021-07-10,ID20210710E2,E,F,31.5,58.5,5,8,6,0.0,6,0.0,1,0.25,31.5,E,"Won By Head, Mdtk",4
AJN NITA BOSH,PURO ORO,2,2021-07-13,ID20210713A7,A,F,31.09,60.0,5,8,8,0.0,7,0.0,5,-6.5,31.56,D,"Late Gain, Mk",3
AJN NITA BOSH,PURO ORO,2,2021-07-17,ID20210717E10,E,F,31.29,57.5,3,8,6,0.0,3,0.0,1,1.0,31.29,D,From Back To Win,4
AJN NITA BOSH,PURO ORO,2,2021-07-20,ID20210720A12,A,F,30.5,58.5,7,6,6,0.0,6,0.0,4,-10.5,31.23,C,"Gained Some, Mk",3
AJN NITA BOSH,PURO ORO,2,2021-07-25,ID20210725E5,E,F,30.89,60.0,7,8,6,0.0,4,0.0,2,-5.5,31.29,C,From Last To Place,5
